Borrower ID,LoanType,Total Loan Amt,Mth1 paysts (May),Mth2 paysts (Apr),Mth3 paysts (Mar),Mth4 paysts (Feb),Mth5 paysts (Jan),Mth6 paysts (Dec 17),Mth7 paysts (Nov 17),Mth8 paysts (Oct 17),Mth9 paysts (Sep 17),Mth10 paysts (Aug 17),Mth11 paysts (Jul17),Mth12 paysts (Jun 17),obn,Loan Principal Amt,Loan Type,Is MECB member,Is MLCB member
3905,UNSECURED,700.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
886,UNSECURED,623.5,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
2009,UNSECURED,254.78,-,-,-,-,-,-,-,-,-,CL,OK,OK,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
848,UNSECURED,530.36,OK,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
1399,UNSECURED,280.54,-,CL,30,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,550,Personal - Pay Day,False,False
148,UNSECURED,305.5,-,-,-,-,OK,OK,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,True
1554,UNSECURED,1187.27,30,120,90,60,OK,OK,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
1568,UNSECURED,570.74,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,False,False
3871,UNSECURED,1059.13,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
532,UNSECURED,572.0,-,-,-,-,-,-,-,-,-,CL,OK,-,MAIN BORROWER,550,Personal - Pay Day,False,False
10,UNSECURED,799.03,-,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,False,False
1891,UNSECURED,528.37,CL,30,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
1291,UNSECURED,700.0,CL,30,30,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,False,False
1995,UNSECURED,749.48,-,-,-,-,-,-,-,-,-,-,-,CL,MAIN BORROWER,800,Personal - Pay Day,True,False
1879,UNSECURED,676.0,-,-,-,-,CL,OK,-,-,-,-,-,-,MAIN BORROWER,550,Personal - Pay Day,True,False
3794,UNSECURED,408.43,CL,OK,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,True,True
35,UNSECURED,398.42,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,350,Personal - Pay Day,True,False
3371,UNSECURED,520.0,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
1937,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
2351,UNSECURED,465.8,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
673,UNSECURED,800.0,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
1718,UNSECURED,520.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
3640,UNSECURED,1000.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
3582,UNSECURED,676.0,-,-,-,-,-,-,-,-,-,-,CL,-,MAIN BORROWER,650,Personal - Pay Day,True,False
3082,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
2273,UNSECURED,624.0,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
2580,UNSECURED,520.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,350,Personal - Pay Day,True,False
2464,UNSECURED,572.0,-,-,-,-,OK,OK,-,-,-,-,-,-,MAIN BORROWER,550,Personal - Pay Day,True,False
1413,UNSECURED,312.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
2508,UNSECURED,407.6,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
2325,UNSECURED,799.03,CL,OK,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
907,UNSECURED,520.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
3588,UNSECURED,386.38,-,-,-,-,-,-,CL,OK,OK,-,-,-,MAIN BORROWER,900,Personal - Pay Day,True,False
3096,UNSECURED,900.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
3187,UNSECURED,468.0,-,-,-,-,-,-,-,-,-,-,CL,OK,MAIN BORROWER,450,Personal - Pay Day,True,False
175,UNSECURED,135.33,-,-,-,30,CL,OK,-,-,-,-,-,-,MAIN BORROWER,450,Personal - Pay Day,True,False
806,UNSECURED,636.24,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
3911,UNSECURED,676.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,650,Personal - Pay Day,True,False
1759,UNSECURED,314.61,-,-,-,CL,OK,OK,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
1227,UNSECURED,385.0,OK,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
3471,SECURED,20598.36,-,-,CL,-,-,-,-,-,-,-,-,-,MAIN BORROWER,35000,Personal - Pay Day,False,False
3355,UNSECURED,700.0,-,CL,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,True,False
3542,UNSECURED,150.0,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,False,False
1873,UNSECURED,847.3,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
757,UNSECURED,500.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
3029,UNSECURED,529.56,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
2705,UNSECURED,520.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
741,UNSECURED,1039.17,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,False
661,UNSECURED,468.0,-,CL,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,550,Personal - Pay Day,False,False
462,UNSECURED,800.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
1986,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,False,False
1719,UNSECURED,800.0,-,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
1703,UNSECURED,1141.47,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,False,False
2385,UNSECURED,700.0,-,30,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
1039,UNSECURED,520.0,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,300,Personal - Pay Day,True,False
2512,UNSECURED,601.63,60,30,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
388,UNSECURED,312.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,False
974,UNSECURED,466.35,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
3156,UNSECURED,676.0,-,-,-,-,-,-,-,-,OK,OK,-,-,MAIN BORROWER,650,Personal - Pay Day,True,False
475,UNSECURED,364.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,350,Personal - Pay Day,False,False
3402,UNSECURED,317.11,OK,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
3110,SECURED,469845.74,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,300000,Personal - Pay Day,False,False
3527,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,False,False
3829,UNSECURED,477.46,-,-,-,CL,OK,OK,-,-,-,-,-,-,MAIN BORROWER,400,Personal - Pay Day,True,True
2330,UNSECURED,635.48,-,-,-,-,CL,OK,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
2279,UNSECURED,337.68,-,-,-,-,-,-,-,-,-,CL,30,30,MAIN BORROWER,500,Personal - Pay Day,True,False
2388,UNSECURED,635.48,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2618,UNSECURED,365.52,-,CL,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
3528,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,False,False
2555,UNSECURED,356.69,-,-,-,-,-,-,-,CL,OK,OK,-,-,MAIN BORROWER,600,Personal - Pay Day,True,True
3346,UNSECURED,500.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,
3945,UNSECURED,600.0,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
3529,UNSECURED,528.35,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
3682,UNSECURED,669.69,-,-,-,-,-,-,-,CL,OK,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,False
720,UNSECURED,509.17,-,CL,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,True,True
1957,UNSECURED,520.0,-,-,-,-,CL,OK,-,-,-,-,-,-,MAIN BORROWER,300,Personal - Pay Day,True,False
3162,UNSECURED,312.0,-,-,-,-,-,CL,OK,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
364,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
2851,UNSECURED,276.94,-,-,-,-,-,-,-,-,CL,OK,OK,OK,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
1867,UNSECURED,520.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
3475,UNSECURED,500.0,-,-,-,-,-,CL,-,-,-,-,-,-,MAIN BORROWER,400,Personal - Pay Day,True,False
2790,UNSECURED,520.0,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2208,UNSECURED,372.96,30,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,False
2037,UNSECURED,741.39,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
93,UNSECURED,799.03,CL,OK,OK,-,OK,-,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,False,False
2335,UNSECURED,468.0,-,-,-,-,-,-,-,-,-,-,CL,OK,MAIN BORROWER,450,Personal - Pay Day,True,False
2153,UNSECURED,537.87,-,-,-,-,-,CL,&gt;120,&gt;120,&gt;120,&gt;120,120,90,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
2850,UNSECURED,755.54,-,CL,OK,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
198,UNSECURED,1141.47,OK,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,400,Personal - Pay Day,False,False
3627,SECURED,326998.9,-,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,26000,Personal - Pay Day,False,False
534,UNSECURED,520.0,CL,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2608,UNSECURED,913.18,CL,OK,OK,30,OK,OK,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
1632,UNSECURED,520.0,CL,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
3805,UNSECURED,799.03,CL,OK,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,350,Personal - Pay Day,False,False
3208,UNSECURED,476.42,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
2413,UNSECURED,336.35,-,CL,30,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,650,Personal - Pay Day,True,False
687,UNSECURED,799.03,CL,OK,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
3031,SECURED,102393.42,CL,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,100000,Personal - Pay Day,False,False
2393,UNSECURED,300.0,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,400,Personal - Pay Day,True,
1243,UNSECURED,525.21,-,-,-,-,CL,30,-,-,-,-,-,-,MAIN BORROWER,450,Personal - Pay Day,True,False
3738,SECURED,204786.85,-,-,-,CL,-,-,-,-,-,-,-,-,MAIN BORROWER,500000,Personal - Pay Day,False,False
2798,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
1480,UNSECURED,290.26,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
2845,UNSECURED,847.3,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
712,UNSECURED,305.5,-,CL,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
954,UNSECURED,742.27,CL,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
1895,UNSECURED,520.0,CL,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2014,UNSECURED,420.26,-,-,CL,OK,OK,OK,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,True,True
295,UNSECURED,800.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
528,UNSECURED,600.0,-,-,-,-,-,-,-,-,-,CL,OK,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2239,UNSECURED,600.0,-,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
658,UNSECURED,900.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
1582,UNSECURED,1000.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,True
927,UNSECURED,570.19,30,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
1354,UNSECURED,529.56,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
103,UNSECURED,676.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,650,Personal - Pay Day,True,False
3066,UNSECURED,447.42,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
1528,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,False,False
3942,UNSECURED,364.0,-,CL,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
1613,UNSECURED,509.36,CL,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
1047,UNSECURED,811.46,&gt;120,&gt;120,&gt;120,120,90,60,OK,OK,30,30,OK,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
3206,UNSECURED,527.35,-,CL,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,True
526,UNSECURED,283.39,-,-,-,-,-,-,-,-,CL,60,30,30,MAIN BORROWER,700,Personal - Pay Day,True,True
3881,UNSECURED,280.82,-,-,-,-,-,-,-,CL,OK,OK,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
2907,UNSECURED,312.0,-,-,-,-,-,CL,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,False
1215,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
2761,UNSECURED,500.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,True
2471,UNSECURED,570.74,CL,OK,OK,OK,OK,OK,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
2419,UNSECURED,3088.62,-,-,-,-,-,-,-,-,-,-,CL,-,MAIN BORROWER,3000,Personal - Pay Day,False,
2159,UNSECURED,520.0,CL,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
1347,UNSECURED,305.5,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
947,UNSECURED,7982.72,60,30,30,30,OK,-,-,-,-,-,-,-,MAIN BORROWER,8000,Personal - Pay Day,True,False
4023,UNSECURED,536.16,OK,OK,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,True,True
3111,UNSECURED,305.5,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
2852,UNSECURED,520.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2499,UNSECURED,543.47,-,-,-,-,-,-,-,-,CL,OK,OK,-,MAIN BORROWER,700,Personal - Pay Day,True,False
2920,UNSECURED,99953.86,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,69473.66,Business,False,False
3765,UNSECURED,572.0,-,-,-,-,CL,OK,-,-,-,-,-,-,MAIN BORROWER,550,Personal - Pay Day,True,False
3989,UNSECURED,799.03,-,OK,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,False,False
52,UNSECURED,139.06,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,300,Personal - Pay Day,True,True
1519,UNSECURED,520.0,-,-,CL,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
1497,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
1128,UNSECURED,742.27,CL,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
4015,UNSECURED,389.67,-,-,CL,OK,OK,OK,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
27,UNSECURED,676.0,-,-,-,-,-,-,CL,OK,-,-,-,-,MAIN BORROWER,650,Personal - Pay Day,True,False
1494,UNSECURED,1000.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,True
535,UNSECURED,312.0,-,-,-,-,-,-,CL,OK,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
69,UNSECURED,572.0,-,-,-,-,-,-,CL,OK,-,-,-,-,MAIN BORROWER,550,Personal - Pay Day,True,False
3358,UNSECURED,531.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
2001,UNSECURED,1116.86,-,-,-,-,-,-,-,-,-,CL,30,OK,MAIN BORROWER,3000,Personal - Pay Day,True,True
1840,UNSECURED,529.43,30,30,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
626,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,False,False
1635,UNSECURED,520.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
2800,UNSECURED,800.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,True
866,UNSECURED,364.0,-,CL,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,350,Personal - Pay Day,False,False
2433,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,False,False
2924,UNSECURED,676.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
1629,UNSECURED,500.0,CL,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,350,Personal - Pay Day,True,False
1416,UNSECURED,311.75,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
2810,UNSECURED,520.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,True,False
3480,UNSECURED,741.39,-,-,-,CL,OK,OK,-,-,-,-,-,-,MAIN BORROWER,1500,Personal - Pay Day,False,False
2476,UNSECURED,407.33,OK,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
3997,UNSECURED,1141.47,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
488,UNSECURED,847.3,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
2086,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1050,Personal - Pay Day,False,False
2792,UNSECURED,1000.0,-,-,-,CL,OK,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,False,
573,UNSECURED,572.0,-,-,-,-,-,-,CL,OK,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,False,False
913,UNSECURED,1661.77,30,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1100,Personal - Pay Day,True,False
2952,UNSECURED,468.16,-,-,-,CL,OK,OK,-,-,-,-,-,-,MAIN BORROWER,800,Personal - Pay Day,True,True
3833,UNSECURED,799.03,CL,OK,OK,OK,OK,OK,-,-,-,-,-,-,MAIN BORROWER,500,Personal - Pay Day,False,False
201,UNSECURED,416.0,-,-,-,-,-,-,-,CL,OK,-,-,-,MAIN BORROWER,300,Personal - Pay Day,True,False
3821,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
1239,SECURED,203594.65,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,198937.87,Personal - Pay Day,False,False
3680,UNSECURED,302.7,-,-,-,-,-,-,-,-,-,CL,OK,-,MAIN BORROWER,600,Personal - Pay Day,True,False
3069,UNSECURED,529.56,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,False
3982,UNSECURED,352.96,-,CL,OK,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
1316,UNSECURED,799.03,-,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
2463,SECURED,81872.66,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,100000,Personal - Pay Day,False,False
3743,UNSECURED,520.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,False
2875,UNSECURED,500.0,-,CL,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,
1038,SECURED,500000.0,-,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,100000,Personal - Pay Day,False,False
73,UNSECURED,500.0,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,False
1335,UNSECURED,398.35,-,-,-,-,-,-,-,-,-,CL,30,OK,MAIN BORROWER,600,Personal - Pay Day,True,True
1372,UNSECURED,572.0,-,-,-,-,-,-,-,-,CL,OK,-,-,MAIN BORROWER,550,Personal - Pay Day,True,False
3912,UNSECURED,395.0,CL,OK,OK,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,900,Personal - Pay Day,True,True
3690,UNSECURED,305.5,-,-,CL,OK,OK,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
2098,UNSECURED,521.33,-,CL,OK,OK,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
3701,UNSECURED,264.53,-,-,CL,OK,OK,OK,-,-,-,-,-,-,MAIN BORROWER,1000,Personal - Pay Day,True,True
3584,UNSECURED,800.0,OK,OK,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,True,True
678,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
3312,UNSECURED,848.31,CL,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,700,Personal - Pay Day,True,False
909,SECURED,511967.12,CL,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,100000,Personal - Pay Day,False,False
150,UNSECURED,799.03,OK,-,-,-,-,-,-,-,-,-,-,-,MAIN BORROWER,"
     
     
     
     
     
     
     
  ",Personal - Pay Day,False,False
3832,UNSECURED,303.5,CL,OK,OK,-,-,-,-,-,-,-,-,-,MAIN BORROWER,600,Personal - Pay Day,True,True
